gap_id,pattern_id,coverage_start_s,coverage_end_s,before_state_id,after_state_id,required_samples,relay_alternatives,full_cover_alternatives,union_covered_samples,union_cover_pass
PG000371,P000540,1384.417,1776.817,BS000033,BS000010,40,8,8,40,1
PG000373,P000542,1384.417,1776.817,BS000033,BS000010,40,8,8,40,1
PG000375,P000544,1384.417,1776.817,BS000033,BS000010,40,8,8,40,1
PG000377,P000548,1324.417,1716.817,BS000033,BS000010,40,8,8,40,1
PG000378,P000550,1324.417,1716.817,BS000033,BS000010,40,8,8,40,1
PG000379,P000552,1324.417,1716.817,BS000033,BS000010,40,8,8,40,1
PG000381,P000554,1324.417,1716.817,BS000033,BS000010,40,8,8,40,1
PG000390,P000570,1384.417,1776.817,BS000033,BS000010,40,8,8,40,1
PG000392,P000574,1384.417,1776.817,BS000033,BS000010,40,8,8,40,1
PG000394,P000576,1384.417,1776.817,BS000033,BS000010,40,8,8,40,1
PG000396,P000578,1384.417,1776.817,BS000033,BS000010,40,8,8,40,1
PG000398,P000580,1384.417,1776.817,BS000033,BS000010,40,8,8,40,1
PG000341,P000505,808.091,1211.524,BS000009,BS000034,41,8,8,41,1
PG000343,P000507,808.091,1211.524,BS000009,BS000034,41,8,8,41,1
PG000345,P000509,808.091,1211.524,BS000009,BS000034,41,8,8,41,1
PG000348,P000513,808.091,1211.524,BS000009,BS000034,41,8,8,41,1
PG000350,P000515,808.091,1211.524,BS000009,BS000034,41,8,8,41,1
PG000352,P000517,808.091,1211.524,BS000009,BS000034,41,8,8,41,1
PG000354,P000519,808.091,1211.524,BS000009,BS000034,41,8,8,41,1
PG000355,P000521,808.091,1211.524,BS000009,BS000034,41,8,8,41,1
PG000357,P000523,808.091,1211.524,BS000009,BS000034,41,8,8,41,1
PG000359,P000525,808.091,1211.524,BS000009,BS000034,41,8,8,41,1
PG000361,P000527,808.091,1211.524,BS000009,BS000034,41,8,8,41,1
PG000372,P000541,838.091,1241.524,BS000009,BS000034,41,8,8,41,1
PG000374,P000543,838.091,1241.524,BS000009,BS000034,41,8,8,41,1
PG000376,P000545,838.091,1241.524,BS000009,BS000034,41,8,8,41,1
PG000380,P000553,808.091,1211.524,BS000009,BS000034,41,8,8,41,1
PG000391,P000571,838.091,1241.524,BS000009,BS000034,41,8,8,41,1
PG000393,P000575,838.091,1241.524,BS000009,BS000034,41,8,8,41,1
PG000395,P000577,838.091,1241.524,BS000009,BS000034,41,8,8,41,1
PG000397,P000579,838.091,1241.524,BS000009,BS000034,41,8,8,41,1
PG000399,P000581,838.091,1241.524,BS000009,BS000034,41,8,8,41,1
PG000363,P000532,1354.417,1776.817,BS000033,BS000010,43,8,8,43,1
PG000365,P000534,1354.417,1776.817,BS000033,BS000010,43,8,8,43,1
PG000367,P000536,1354.417,1776.817,BS000033,BS000010,43,8,8,43,1
PG000369,P000538,1354.417,1776.817,BS000033,BS000010,43,8,8,43,1
PG000382,P000558,1354.417,1776.817,BS000033,BS000010,43,8,8,43,1
PG000384,P000560,1354.417,1776.817,BS000033,BS000010,43,8,8,43,1
PG000386,P000562,1354.417,1776.817,BS000033,BS000010,43,8,8,43,1
PG000388,P000564,1354.417,1776.817,BS000033,BS000010,43,8,8,43,1
PG000364,P000533,838.091,1271.524,BS000009,BS000034,44,8,8,44,1
PG000366,P000535,838.091,1271.524,BS000009,BS000034,44,8,8,44,1
PG000368,P000537,838.091,1271.524,BS000009,BS000034,44,8,8,44,1
PG000370,P000539,838.091,1271.524,BS000009,BS000034,44,8,8,44,1
PG000383,P000559,838.091,1271.524,BS000009,BS000034,44,8,8,44,1
PG000385,P000561,838.091,1271.524,BS000009,BS000034,44,8,8,44,1
PG000387,P000563,838.091,1271.524,BS000009,BS000034,44,8,8,44,1
PG000389,P000565,838.091,1271.524,BS000009,BS000034,44,8,8,44,1
PG000400,P000584,1070.288,1180.288,BS000035,BS000036,10,2,2,10,1
PG000402,P000585,1070.288,1180.288,BS000035,BS000036,10,2,2,10,1
PG000406,P000587,1070.288,1180.288,BS000035,BS000036,10,2,2,10,1
PG000408,P000588,1070.288,1180.288,BS000035,BS000036,10,2,2,10,1
PG000412,P000592,1070.288,1180.288,BS000035,BS000036,10,2,2,10,1
PG000416,P000594,1070.288,1180.288,BS000035,BS000036,10,2,2,10,1
PG000420,P000596,1070.288,1180.288,BS000035,BS000036,10,2,2,10,1
PG000426,P000600,1070.288,1180.288,BS000035,BS000036,10,2,2,10,1
PG000430,P000602,1070.288,1180.288,BS000035,BS000036,10,2,2,10,1
PG000434,P000604,1070.288,1180.288,BS000035,BS000036,10,2,2,10,1
PG000438,P000610,1100.288,1210.288,BS000035,BS000036,10,2,2,10,1
PG000442,P000612,1100.288,1210.288,BS000035,BS000036,10,2,2,10,1
PG000446,P000614,1100.288,1210.288,BS000035,BS000036,10,2,2,10,1
PG000450,P000616,1100.288,1210.288,BS000035,BS000036,10,2,2,10,1
PG000454,P000618,1130.288,1240.288,BS000035,BS000036,10,2,2,10,1
PG000456,P000619,1130.288,1240.288,BS000035,BS000036,10,2,2,10,1
PG000458,P000620,1130.288,1240.288,BS000035,BS000036,10,2,2,10,1
PG000462,P000628,1070.288,1180.288,BS000035,BS000036,10,2,2,10,1
PG000466,P000634,1100.288,1210.288,BS000035,BS000036,10,2,2,10,1
PG000470,P000636,1100.288,1210.288,BS000035,BS000036,10,2,2,10,1
PG000474,P000638,1100.288,1210.288,BS000035,BS000036,10,2,2,10,1
PG000478,P000640,1100.288,1210.288,BS000035,BS000036,10,2,2,10,1
PG000482,P000644,1130.288,1240.288,BS000035,BS000036,10,2,2,10,1
PG000486,P000648,1130.288,1240.288,BS000035,BS000036,10,2,2,10,1
PG000490,P000650,1130.288,1240.288,BS000035,BS000036,10,2,2,10,1
PG000494,P000652,1130.288,1240.288,BS000035,BS000036,10,2,2,10,1
PG000498,P000654,1130.288,1240.288,BS000035,BS000036,10,2,2,10,1
PG000401,P000584,1200.288,1991.243,BS000037,BS000012,79,15,15,79,1
PG000403,P000585,1200.288,1991.243,BS000037,BS000012,79,15,15,79,1
PG000407,P000587,1200.288,1991.243,BS000037,BS000012,79,15,15,79,1
PG000409,P000588,1200.288,1991.243,BS000037,BS000012,79,15,15,79,1
PG000413,P000592,1200.288,1991.243,BS000037,BS000012,79,15,15,79,1
PG000417,P000594,1200.288,1991.243,BS000037,BS000012,79,15,15,79,1
PG000421,P000596,1200.288,1991.243,BS000037,BS000012,79,15,15,79,1
PG000427,P000600,1200.288,1991.243,BS000037,BS000012,79,15,15,79,1
PG000431,P000602,1200.288,1991.243,BS000037,BS000012,79,15,15,79,1
PG000435,P000604,1200.288,1991.243,BS000037,BS000012,79,15,15,79,1
PG000455,P000618,1260.288,2051.243,BS000037,BS000012,79,15,15,79,1
PG000457,P000619,1260.288,2051.243,BS000037,BS000012,79,15,15,79,1
PG000459,P000620,1260.288,2051.243,BS000037,BS000012,79,15,15,79,1
PG000463,P000628,1200.288,1991.243,BS000037,BS000012,79,15,15,79,1
PG000483,P000644,1260.288,2051.243,BS000037,BS000012,79,15,15,79,1
PG000487,P000648,1260.288,2051.243,BS000037,BS000012,79,15,15,79,1
PG000491,P000650,1260.288,2051.243,BS000037,BS000012,79,15,15,79,1
PG000495,P000652,1260.288,2051.243,BS000037,BS000012,79,15,15,79,1
PG000499,P000654,1260.288,2051.243,BS000037,BS000012,79,15,15,79,1
PG000404,P000586,801.736,1600.291,BS000011,BS000038,81,15,15,81,1
PG000410,P000591,801.736,1600.291,BS000011,BS000038,81,15,15,81,1
PG000414,P000593,801.736,1600.291,BS000011,BS000038,81,15,15,81,1
PG000418,P000595,801.736,1600.291,BS000011,BS000038,81,15,15,81,1
PG000422,P000597,801.736,1600.291,BS000011,BS000038,81,15,15,81,1
PG000424,P000599,801.736,1600.291,BS000011,BS000038,81,15,15,81,1
PG000428,P000601,801.736,1600.291,BS000011,BS000038,81,15,15,81,1
PG000432,P000603,801.736,1600.291,BS000011,BS000038,81,15,15,81,1
PG000436,P000605,801.736,1600.291,BS000011,BS000038,81,15,15,81,1
PG000460,P000621,831.736,1630.291,BS000011,BS000038,81,15,15,81,1
PG000464,P000629,801.736,1600.291,BS000011,BS000038,81,15,15,81,1
PG000484,P000645,831.736,1630.291,BS000011,BS000038,81,15,15,81,1
PG000488,P000649,831.736,1630.291,BS000011,BS000038,81,15,15,81,1
PG000492,P000651,831.736,1630.291,BS000011,BS000038,81,15,15,81,1
PG000496,P000653,831.736,1630.291,BS000011,BS000038,81,15,15,81,1
PG000500,P000655,831.736,1630.291,BS000011,BS000038,81,15,15,81,1
PG000405,P000586,1630.291,1730.291,BS000039,BS000040,9,2,2,9,1
PG000411,P000591,1630.291,1730.291,BS000039,BS000040,9,2,2,9,1
PG000415,P000593,1630.291,1730.291,BS000039,BS000040,9,2,2,9,1
PG000419,P000595,1630.291,1730.291,BS000039,BS000040,9,2,2,9,1
PG000423,P000597,1630.291,1730.291,BS000039,BS000040,9,2,2,9,1
PG000425,P000599,1630.291,1730.291,BS000039,BS000040,9,2,2,9,1
PG000429,P000601,1630.291,1730.291,BS000039,BS000040,9,2,2,9,1
PG000433,P000603,1630.291,1730.291,BS000039,BS000040,9,2,2,9,1
PG000437,P000605,1630.291,1730.291,BS000039,BS000040,9,2,2,9,1
PG000441,P000611,1690.291,1790.291,BS000039,BS000040,9,2,2,9,1
PG000445,P000613,1690.291,1790.291,BS000039,BS000040,9,2,2,9,1
PG000449,P000615,1690.291,1790.291,BS000039,BS000040,9,2,2,9,1
PG000453,P000617,1690.291,1790.291,BS000039,BS000040,9,2,2,9,1
PG000461,P000621,1660.291,1760.291,BS000039,BS000040,9,2,2,9,1
PG000465,P000629,1630.291,1730.291,BS000039,BS000040,9,2,2,9,1
PG000469,P000635,1690.291,1790.291,BS000039,BS000040,9,2,2,9,1
PG000473,P000637,1690.291,1790.291,BS000039,BS000040,9,2,2,9,1
PG000477,P000639,1690.291,1790.291,BS000039,BS000040,9,2,2,9,1
PG000481,P000641,1690.291,1790.291,BS000039,BS000040,9,2,2,9,1
PG000485,P000645,1660.291,1760.291,BS000039,BS000040,9,2,2,9,1
PG000489,P000649,1660.291,1760.291,BS000039,BS000040,9,2,2,9,1
PG000493,P000651,1660.291,1760.291,BS000039,BS000040,9,2,2,9,1
PG000497,P000653,1660.291,1760.291,BS000039,BS000040,9,2,2,9,1
PG000501,P000655,1660.291,1760.291,BS000039,BS000040,9,2,2,9,1
PG000439,P000610,1230.288,2051.243,BS000037,BS000012,82,15,15,82,1
PG000443,P000612,1230.288,2051.243,BS000037,BS000012,82,15,15,82,1
PG000447,P000614,1230.288,2051.243,BS000037,BS000012,82,15,15,82,1
PG000451,P000616,1230.288,2051.243,BS000037,BS000012,82,15,15,82,1
PG000467,P000634,1230.288,2051.243,BS000037,BS000012,82,15,15,82,1
PG000471,P000636,1230.288,2051.243,BS000037,BS000012,82,15,15,82,1
PG000475,P000638,1230.288,2051.243,BS000037,BS000012,82,15,15,82,1
PG000479,P000640,1230.288,2051.243,BS000037,BS000012,82,15,15,82,1
PG000440,P000611,831.736,1660.291,BS000011,BS000038,84,15,15,84,1
PG000444,P000613,831.736,1660.291,BS000011,BS000038,84,15,15,84,1
PG000448,P000615,831.736,1660.291,BS000011,BS000038,84,15,15,84,1
PG000452,P000617,831.736,1660.291,BS000011,BS000038,84,15,15,84,1
PG000468,P000635,831.736,1660.291,BS000011,BS000038,84,15,15,84,1
PG000472,P000637,831.736,1660.291,BS000011,BS000038,84,15,15,84,1
PG000476,P000639,831.736,1660.291,BS000011,BS000038,84,15,15,84,1
PG000480,P000641,831.736,1660.291,BS000011,BS000038,84,15,15,84,1
PG000502,P000658,985.768,1513.744,BS000041,BS000014,54,8,8,54,1
PG000504,P000660,985.768,1513.744,BS000041,BS000014,54,8,8,54,1
PG000506,P000662,985.768,1513.744,BS000041,BS000014,54,8,8,54,1
PG000508,P000664,985.768,1513.744,BS000041,BS000014,54,8,8,54,1
PG000510,P000666,985.768,1513.744,BS000041,BS000014,54,8,8,54,1
PG000512,P000668,985.768,1513.744,BS000041,BS000014,54,8,8,54,1
PG000514,P000670,985.768,1513.744,BS000041,BS000014,54,8,8,54,1
PG000516,P000672,985.768,1513.744,BS000041,BS000014,54,8,8,54,1
PG000518,P000674,985.768,1513.744,BS000041,BS000014,54,8,8,54,1
PG000520,P000676,985.768,1513.744,BS000041,BS000014,54,8,8,54,1
PG000522,P000678,985.768,1513.744,BS000041,BS000014,54,8,8,54,1
PG000528,P000684,1045.768,1573.744,BS000041,BS000014,54,8,8,54,1
PG000530,P000686,1045.768,1573.744,BS000041,BS000014,54,8,8,54,1
PG000532,P000688,1045.768,1573.744,BS000041,BS000014,54,8,8,54,1
PG000534,P000690,1045.768,1573.744,BS000041,BS000014,54,8,8,54,1
PG000535,P000692,985.768,1513.744,BS000041,BS000014,54,8,8,54,1
PG000537,P000694,985.768,1513.744,BS000041,BS000014,54,8,8,54,1
PG000539,P000696,985.768,1513.744,BS000041,BS000014,54,8,8,54,1
PG000545,P000706,1045.768,1573.744,BS000041,BS000014,54,8,8,54,1
PG000547,P000708,1045.768,1573.744,BS000041,BS000014,54,8,8,54,1
PG000548,P000710,1045.768,1573.744,BS000041,BS000014,54,8,8,54,1
PG000550,P000712,1045.768,1573.744,BS000041,BS000014,54,8,8,54,1
PG000552,P000714,1045.768,1573.744,BS000041,BS000014,54,8,8,54,1
PG000503,P000659,735.176,1268.434,BS000013,BS000042,54,8,8,54,1
PG000505,P000661,735.176,1268.434,BS000013,BS000042,54,8,8,54,1
PG000507,P000663,735.176,1268.434,BS000013,BS000042,54,8,8,54,1
PG000509,P000665,735.176,1268.434,BS000013,BS000042,54,8,8,54,1
PG000511,P000667,735.176,1268.434,BS000013,BS000042,54,8,8,54,1
PG000513,P000669,735.176,1268.434,BS000013,BS000042,54,8,8,54,1
PG000515,P000671,735.176,1268.434,BS000013,BS000042,54,8,8,54,1
PG000517,P000673,735.176,1268.434,BS000013,BS000042,54,8,8,54,1
PG000519,P000675,735.176,1268.434,BS000013,BS000042,54,8,8,54,1
PG000521,P000677,735.176,1268.434,BS000013,BS000042,54,8,8,54,1
PG000523,P000679,735.176,1268.434,BS000013,BS000042,54,8,8,54,1
PG000529,P000685,765.176,1298.434,BS000013,BS000042,54,8,8,54,1
PG000531,P000687,765.176,1298.434,BS000013,BS000042,54,8,8,54,1
PG000533,P000689,765.176,1298.434,BS000013,BS000042,54,8,8,54,1
PG000536,P000693,735.176,1268.434,BS000013,BS000042,54,8,8,54,1
PG000538,P000695,735.176,1268.434,BS000013,BS000042,54,8,8,54,1
PG000540,P000697,735.176,1268.434,BS000013,BS000042,54,8,8,54,1
PG000546,P000707,765.176,1298.434,BS000013,BS000042,54,8,8,54,1
PG000549,P000711,765.176,1298.434,BS000013,BS000042,54,8,8,54,1
PG000551,P000713,765.176,1298.434,BS000013,BS000042,54,8,8,54,1
PG000553,P000715,765.176,1298.434,BS000013,BS000042,54,8,8,54,1
PG000524,P000680,1015.768,1573.744,BS000041,BS000014,57,8,8,57,1
PG000526,P000682,1015.768,1573.744,BS000041,BS000014,57,8,8,57,1
PG000541,P000698,1015.768,1573.744,BS000041,BS000014,57,8,8,57,1
PG000543,P000700,1015.768,1573.744,BS000041,BS000014,57,8,8,57,1
PG000525,P000681,765.176,1328.434,BS000013,BS000042,57,8,8,57,1
PG000527,P000683,765.176,1328.434,BS000013,BS000042,57,8,8,57,1
PG000542,P000699,765.176,1328.434,BS000013,BS000042,57,8,8,57,1
PG000544,P000701,765.176,1328.434,BS000013,BS000042,57,8,8,57,1
PG000554,P000716,1171.719,1580.493,BS000043,BS000016,41,12,12,41,1
PG000556,P000718,1171.719,1580.493,BS000043,BS000016,41,12,12,41,1
PG000558,P000720,1171.719,1580.493,BS000043,BS000016,41,12,12,41,1
PG000560,P000722,1171.719,1580.493,BS000043,BS000016,41,12,12,41,1
PG000562,P000724,1171.719,1580.493,BS000043,BS000016,41,12,12,41,1
PG000564,P000726,1171.719,1580.493,BS000043,BS000016,41,12,12,41,1
PG000566,P000728,1171.719,1580.493,BS000043,BS000016,41,12,12,41,1
PG000569,P000732,1171.719,1580.493,BS000043,BS000016,41,12,12,41,1
PG000575,P000742,1231.719,1640.493,BS000043,BS000016,41,12,12,41,1
PG000577,P000744,1231.719,1640.493,BS000043,BS000016,41,12,12,41,1
PG000579,P000746,1231.719,1640.493,BS000043,BS000016,41,12,12,41,1
PG000581,P000748,1231.719,1640.493,BS000043,BS000016,41,12,12,41,1
PG000586,P000764,1231.719,1640.493,BS000043,BS000016,41,12,12,41,1
PG000588,P000768,1231.719,1640.493,BS000043,BS000016,41,12,12,41,1
PG000590,P000770,1231.719,1640.493,BS000043,BS000016,41,12,12,41,1
PG000592,P000772,1231.719,1640.493,BS000043,BS000016,41,12,12,41,1
PG000555,P000717,782.646,1200.956,BS000015,BS000044,42,12,12,42,1
PG000557,P000719,782.646,1200.956,BS000015,BS000044,42,12,12,42,1
PG000559,P000721,782.646,1200.956,BS000015,BS000044,42,12,12,42,1
PG000561,P000723,782.646,1200.956,BS000015,BS000044,42,12,12,42,1
PG000563,P000725,782.646,1200.956,BS000015,BS000044,42,12,12,42,1
PG000565,P000727,782.646,1200.956,BS000015,BS000044,42,12,12,42,1
PG000567,P000729,782.646,1200.956,BS000015,BS000044,42,12,12,42,1
PG000568,P000731,782.646,1200.956,BS000015,BS000044,42,12,12,42,1
PG000570,P000733,782.646,1200.956,BS000015,BS000044,42,12,12,42,1
PG000576,P000743,812.646,1230.956,BS000015,BS000044,42,12,12,42,1
PG000578,P000745,812.646,1230.956,BS000015,BS000044,42,12,12,42,1
PG000580,P000747,812.646,1230.956,BS000015,BS000044,42,12,12,42,1
PG000587,P000765,812.646,1230.956,BS000015,BS000044,42,12,12,42,1
PG000589,P000769,812.646,1230.956,BS000015,BS000044,42,12,12,42,1
PG000591,P000771,812.646,1230.956,BS000015,BS000044,42,12,12,42,1
PG000571,P000738,1201.719,1640.493,BS000043,BS000016,44,12,12,44,1
PG000573,P000740,1201.719,1640.493,BS000043,BS000016,44,12,12,44,1
PG000582,P000756,1201.719,1640.493,BS000043,BS000016,44,12,12,44,1
PG000584,P000758,1201.719,1640.493,BS000043,BS000016,44,12,12,44,1
PG000572,P000739,812.646,1260.956,BS000015,BS000044,45,12,12,45,1
PG000574,P000741,812.646,1260.956,BS000015,BS000044,45,12,12,45,1
PG000583,P000757,812.646,1260.956,BS000015,BS000044,45,12,12,45,1
PG000585,P000759,812.646,1260.956,BS000015,BS000044,45,12,12,45,1
PG000593,P000832,1123.225,1931.422,BS000045,BS000018,82,15,15,82,1
PG000595,P000834,1123.225,1931.422,BS000045,BS000018,82,15,15,82,1
PG000597,P000836,1123.225,1931.422,BS000045,BS000018,82,15,15,82,1
PG000599,P000838,1123.225,1931.422,BS000045,BS000018,82,15,15,82,1
PG000601,P000840,1123.225,1931.422,BS000045,BS000018,82,15,15,82,1
PG000603,P000842,1123.225,1931.422,BS000045,BS000018,82,15,15,82,1
PG000605,P000844,1123.225,1931.422,BS000045,BS000018,82,15,15,82,1
PG000607,P000846,1123.225,1931.422,BS000045,BS000018,82,15,15,82,1
PG000609,P000848,1123.225,1931.422,BS000045,BS000018,82,15,15,82,1
PG000611,P000850,1123.225,1931.422,BS000045,BS000018,82,15,15,82,1
PG000613,P000852,1123.225,1931.422,BS000045,BS000018,82,15,15,82,1
PG000618,P000858,1183.225,1991.422,BS000045,BS000018,82,15,15,82,1
PG000620,P000860,1183.225,1991.422,BS000045,BS000018,82,15,15,82,1
PG000622,P000862,1183.225,1991.422,BS000045,BS000018,82,15,15,82,1
PG000624,P000864,1183.225,1991.422,BS000045,BS000018,82,15,15,82,1
PG000625,P000866,1123.225,1931.422,BS000045,BS000018,82,15,15,82,1
PG000627,P000868,1123.225,1931.422,BS000045,BS000018,82,15,15,82,1
PG000628,P000870,1123.225,1931.422,BS000045,BS000018,82,15,15,82,1
PG000633,P000880,1183.225,1991.422,BS000045,BS000018,82,15,15,82,1
PG000635,P000882,1183.225,1991.422,BS000045,BS000018,82,15,15,82,1
PG000636,P000884,1183.225,1991.422,BS000045,BS000018,82,15,15,82,1
PG000638,P000886,1183.225,1991.422,BS000045,BS000018,82,15,15,82,1
PG000640,P000888,1183.225,1991.422,BS000045,BS000018,82,15,15,82,1
PG000594,P000833,775.2,1587.071,BS000017,BS000046,82,15,15,82,1
PG000596,P000835,775.2,1587.071,BS000017,BS000046,82,15,15,82,1
PG000598,P000837,775.2,1587.071,BS000017,BS000046,82,15,15,82,1
PG000600,P000839,775.2,1587.071,BS000017,BS000046,82,15,15,82,1
PG000602,P000841,775.2,1587.071,BS000017,BS000046,82,15,15,82,1
PG000604,P000843,775.2,1587.071,BS000017,BS000046,82,15,15,82,1
PG000606,P000845,775.2,1587.071,BS000017,BS000046,82,15,15,82,1
PG000608,P000847,775.2,1587.071,BS000017,BS000046,82,15,15,82,1
PG000610,P000849,775.2,1587.071,BS000017,BS000046,82,15,15,82,1
PG000612,P000851,775.2,1587.071,BS000017,BS000046,82,15,15,82,1
PG000619,P000859,805.2,1617.071,BS000017,BS000046,82,15,15,82,1
PG000621,P000861,805.2,1617.071,BS000017,BS000046,82,15,15,82,1
PG000623,P000863,805.2,1617.071,BS000017,BS000046,82,15,15,82,1
PG000626,P000867,775.2,1587.071,BS000017,BS000046,82,15,15,82,1
PG000634,P000881,805.2,1617.071,BS000017,BS000046,82,15,15,82,1
PG000637,P000885,805.2,1617.071,BS000017,BS000046,82,15,15,82,1
PG000639,P000887,805.2,1617.071,BS000017,BS000046,82,15,15,82,1
PG000641,P000889,805.2,1617.071,BS000017,BS000046,82,15,15,82,1
PG000614,P000854,1153.225,1991.422,BS000045,BS000018,85,15,15,85,1
PG000616,P000856,1153.225,1991.422,BS000045,BS000018,85,15,15,85,1
PG000629,P000872,1153.225,1991.422,BS000045,BS000018,85,15,15,85,1
PG000631,P000874,1153.225,1991.422,BS000045,BS000018,85,15,15,85,1
PG000615,P000855,805.2,1647.071,BS000017,BS000046,85,15,15,85,1
PG000617,P000857,805.2,1647.071,BS000017,BS000046,85,15,15,85,1
PG000630,P000873,805.2,1647.071,BS000017,BS000046,85,15,15,85,1
PG000632,P000875,805.2,1647.071,BS000017,BS000046,85,15,15,85,1
PG000642,P000890,1084.146,1471.825,BS000047,BS000020,40,4,4,40,1
PG000644,P000892,1084.146,1471.825,BS000047,BS000020,40,4,4,40,1
PG000646,P000894,1084.146,1471.825,BS000047,BS000020,40,4,4,40,1
PG000648,P000896,1084.146,1471.825,BS000047,BS000020,40,4,4,40,1
PG000650,P000898,1084.146,1471.825,BS000047,BS000020,40,4,4,40,1
PG000652,P000900,1084.146,1471.825,BS000047,BS000020,40,4,4,40,1
PG000654,P000902,1084.146,1471.825,BS000047,BS000020,40,4,4,40,1
PG000657,P000906,1084.146,1471.825,BS000047,BS000020,40,4,4,40,1
PG000659,P000908,1084.146,1471.825,BS000047,BS000020,40,4,4,40,1
PG000661,P000910,1084.146,1471.825,BS000047,BS000020,40,4,4,40,1
PG000667,P000916,1144.146,1531.825,BS000047,BS000020,40,4,4,40,1
PG000669,P000918,1144.146,1531.825,BS000047,BS000020,40,4,4,40,1
PG000671,P000920,1144.146,1531.825,BS000047,BS000020,40,4,4,40,1
PG000673,P000922,1144.146,1531.825,BS000047,BS000020,40,4,4,40,1
PG000674,P000924,1084.146,1471.825,BS000047,BS000020,40,4,4,40,1
PG000676,P000926,1084.146,1471.825,BS000047,BS000020,40,4,4,40,1
PG000678,P000928,1084.146,1471.825,BS000047,BS000020,40,4,4,40,1
PG000684,P000938,1144.146,1531.825,BS000047,BS000020,40,4,4,40,1
PG000686,P000940,1144.146,1531.825,BS000047,BS000020,40,4,4,40,1
PG000687,P000942,1144.146,1531.825,BS000047,BS000020,40,4,4,40,1
PG000689,P000944,1144.146,1531.825,BS000047,BS000020,40,4,4,40,1
PG000691,P000946,1144.146,1531.825,BS000047,BS000020,40,4,4,40,1
PG000643,P000891,770.494,1172.432,BS000019,BS000048,40,5,5,40,1
PG000645,P000893,770.494,1172.432,BS000019,BS000048,40,5,5,40,1
PG000647,P000895,770.494,1172.432,BS000019,BS000048,40,5,5,40,1
PG000649,P000897,770.494,1172.432,BS000019,BS000048,40,5,5,40,1
PG000651,P000899,770.494,1172.432,BS000019,BS000048,40,5,5,40,1
PG000653,P000901,770.494,1172.432,BS000019,BS000048,40,5,5,40,1
PG000655,P000903,770.494,1172.432,BS000019,BS000048,40,5,5,40,1
PG000656,P000905,770.494,1172.432,BS000019,BS000048,40,5,5,40,1
PG000658,P000907,770.494,1172.432,BS000019,BS000048,40,5,5,40,1
PG000660,P000909,770.494,1172.432,BS000019,BS000048,40,5,5,40,1
PG000662,P000911,770.494,1172.432,BS000019,BS000048,40,5,5,40,1
PG000668,P000917,800.494,1202.432,BS000019,BS000048,40,5,5,40,1
PG000670,P000919,800.494,1202.432,BS000019,BS000048,40,5,5,40,1
PG000672,P000921,800.494,1202.432,BS000019,BS000048,40,5,5,40,1
PG000675,P000925,770.494,1172.432,BS000019,BS000048,40,5,5,40,1
PG000677,P000927,770.494,1172.432,BS000019,BS000048,40,5,5,40,1
PG000679,P000929,770.494,1172.432,BS000019,BS000048,40,5,5,40,1
PG000685,P000939,800.494,1202.432,BS000019,BS000048,40,5,5,40,1
PG000688,P000943,800.494,1202.432,BS000019,BS000048,40,5,5,40,1
PG000690,P000945,800.494,1202.432,BS000019,BS000048,40,5,5,40,1
PG000692,P000947,800.494,1202.432,BS000019,BS000048,40,5,5,40,1
PG000663,P000912,1114.146,1531.825,BS000047,BS000020,43,4,4,43,1
PG000665,P000914,1114.146,1531.825,BS000047,BS000020,43,4,4,43,1
PG000680,P000930,1114.146,1531.825,BS000047,BS000020,43,4,4,43,1
PG000682,P000932,1114.146,1531.825,BS000047,BS000020,43,4,4,43,1
PG000664,P000913,800.494,1232.432,BS000019,BS000048,43,5,5,43,1
