candidate_id,lon,lat,ground_height_m,agl_height_m,hover_absolute_height_m,horizontal_distance_m,max_dem_height_m,cruise_height_m,outbound_climb_m,outbound_descent_m,return_climb_m,return_descent_m,outbound_time_s,return_time_s,outbound_energy_kWh,return_energy_kWh,roundtrip_flight_energy_kWh,lead_time_s
RP010871,109.23458333333332,23.060694444444444,301.6340026855469,80.0,381.6340026855469,5815.256611846579,320.4415283203125,381.6340026855469,253.9340026855469,0.0,0.0,253.9340026855469,451.167274794492,472.32844168495427,0.14642085236446076,0.12384342784488085,0.2702642802093416,661.167274794492
RP010876,109.23458333333332,23.060694444444444,301.6340026855469,180.0,481.6340026855469,5815.256611846579,320.4415283203125,481.6340026855469,353.9340026855469,0.0,0.0,353.9340026855469,476.167274794492,505.6617750182876,0.1553119123567447,0.12384342784488085,0.2791553402016256,686.167274794492
RP010885,109.23569444444443,23.060694444444444,313.6457214355469,60.0,373.6457214355469,5823.831105927655,320.317138671875,373.6457214355469,245.9457214355469,0.0,0.0,245.9457214355469,449.74183742073035,470.2373142070259,0.1458932144527123,0.12402603281142226,0.2699192472641346,659.7418374207303
RP010890,109.23569444444443,23.060694444444444,313.6457214355469,160.0,473.6457214355469,5823.831105927655,320.317138671875,473.6457214355469,345.9457214355469,0.0,0.0,345.9457214355469,474.74183742073035,503.5706475403593,0.15478427444499623,0.12402603281142226,0.2788103072564185,684.7418374207303
RP010899,109.23680555555556,23.060694444444444,335.6278381347656,40.0,375.6278381347656,5834.609929491252,335.6278381347656,385.6278381347656,257.92783813476564,10.0,10.0,257.92783813476564,456.7892881664415,477.4499413443387,0.14718810065712118,0.12514468783098653,0.2723327884881077,666.7892881664416
RP010943,109.2401388888889,23.060694444444444,352.0519714355469,20.0,372.0519714355469,5880.038759002403,352.0519714355469,402.0519714355469,274.3519714355469,30.0,30.0,274.3519714355469,470.59057679238026,490.95324107867583,0.14961584601576974,0.12789036564310674,0.27750621165887646,680.5905767923803
RP011030,109.24569444444444,23.060694444444444,280.6294860839844,260.0,540.6294860839844,5998.260323474064,280.6294860839844,540.6294860839844,412.9294860839844,0.0,0.0,412.9294860839844,503.1163930859337,537.5271835929324,0.16445453744457858,0.12774072911102172,0.2921952665556003,713.1163930859336
RP011689,109.2401388888889,23.05958333333333,360.9792175292969,240.0,600.9792175292969,5758.148478580541,360.9792175292969,600.9792175292969,473.2792175292969,0.0,0.0,473.2792175292969,502.196369621027,541.6363044151351,0.1647067752794608,0.12262723611791894,0.28733401139737974,712.196369621027
RP011796,109.24791666666668,23.05958333333333,252.81431579589844,280.0,532.8143157958984,5941.658722436589,313.2926330566406,532.8143157958984,405.11431579589845,0.0,0.0,405.11431579589845,497.38916044474723,531.1486867610721,0.1625542814992269,0.12653532464448292,0.2890896061437098,707.3891604447472
RP012422,109.23680555555556,23.05847222222222,321.4071655273437,300.0,621.4071655273438,5588.921039168062,321.4071655273437,621.4071655273438,493.70716552734376,0.0,0.0,493.70716552734376,496.02152732637336,537.1637911203187,0.16291911869996797,0.11902331842672723,0.2819424371266952,706.0215273263734
RP012466,109.2401388888889,23.05847222222222,344.43994140625,280.0,624.43994140625,5636.330469384138,344.43994140625,624.43994140625,496.73994140625,0.0,0.0,496.73994140625,499.9403499771717,541.3353450943592,0.16419840989591322,0.12003296369984738,0.2842313735957606,709.9403499771718
RP012557,109.24680555555555,23.05847222222222,296.9657592773437,300.0,596.9657592773438,5790.590768796129,296.9657592773437,596.9657592773438,469.26575927734376,0.0,0.0,469.26575927734376,503.3558244057445,542.4613043455231,0.16504083692347593,0.1233181367428805,0.28835897366635643,713.3558244057444
RP012754,109.19902777777776,23.057361111111117,687.7489013671875,80.0,767.7489013671875,6333.734192769749,694.3619995117188,767.7489013671875,640.0489013671875,0.0,0.0,640.0489013671875,582.2611715264468,635.5985799737124,0.19179221183171855,0.13488508003120758,0.32667729186292616,792.2611715264468
RP012766,109.20013888888889,23.057361111111117,650.634521484375,120.0,770.634521484375,6276.0105502570495,650.634521484375,770.634521484375,642.934521484375,0.0,0.0,642.934521484375,579.1343337215637,632.7122105119283,0.1908194742532352,0.13365578023695568,0.3244752544901909,789.1343337215637
RP012769,109.20013888888889,23.057361111111117,650.634521484375,180.0,830.634521484375,6276.0105502570495,650.634521484375,830.634521484375,702.934521484375,0.0,0.0,702.934521484375,594.1343337215637,652.7122105119283,0.19615411024860557,0.13365578023695568,0.32980989048556125,804.1343337215637
RP013418,109.24791666666668,23.057361111111117,313.6357116699219,260.0,573.6357116699219,5705.938315131707,313.90863037109375,573.6357116699219,445.9357116699219,0.0,0.0,445.9357116699219,491.87981559292757,529.0411248987544,0.16116376465902563,0.12151535300743449,0.28267911766646014,701.8798155929276
RP013653,109.19902777777776,23.05625,649.4330444335938,240.0,889.4330444335938,6228.097174324486,649.4330444335938,889.4330444335938,761.7330444335937,0.0,0.0,761.7330444335937,605.6397393966975,669.117493099497,0.20036154474818174,0.13263540278653999,0.33299694753472175,815.6397393966975
RP015140,109.24125,23.05513888888889,304.24713134765625,20.0,324.24713134765625,5293.0484755355465,309.6105041503906,359.6105041503906,231.91050415039064,35.363372802734375,35.363372802734375,231.91050415039064,422.6353153408789,439.01424295318355,0.1333416306980838,0.11586650733685054,0.24920813803493436,632.6353153408788
RP015474,109.26680555555556,23.05513888888889,294.5377197265625,180.0,474.5377197265625,6358.062360066332,326.7088623046875,474.5377197265625,346.8377197265625,0.0,0.0,346.8377197265625,510.5802539360628,539.4833972466097,0.16624072962705985,0.1354031798903015,0.30164390951736136,720.5802539360627
RP015500,109.19458333333334,23.05402777777778,668.9635009765625,300.0,968.9635009765625,6276.700134323434,668.9635009765625,968.9635009765625,841.2635009765625,0.0,0.0,841.2635009765625,628.7625508657029,698.8678426137498,0.20846770838856904,0.1336704658235546,0.34213817421212367,838.7625508657029
RP016431,109.26458333333332,23.05402777777778,309.8257751464844,20.0,329.8257751464844,6126.732232887546,309.8257751464844,359.8257751464844,232.1257751464844,30.0,30.0,232.1257751464844,476.4802593124575,493.3240739079979,0.15111514688547023,0.13314402295732736,0.2842591698427976,686.4802593124575
RP016472,109.26680555555556,23.05402777777778,330.0976867675781,240.0,570.0976867675781,6257.716907315295,330.0976867675781,570.0976867675781,442.39768676757814,0.0,0.0,442.39768676757814,527.7805488462476,564.6470227435457,0.17260003713151123,0.13326619339652943,0.30586623052804063,737.7805488462476
