task_id,gap_id,gap_index,tau_start,tau_end,duration_s,n_outage_samples
R000922,G000556,1,818.091,1211.524,393.433,41
R000923,G000557,1,1334.417,1716.817,382.399,40
R000924,G000558,1,818.091,1211.524,393.433,41
R000925,G000559,1,1334.417,1716.817,382.399,40
R000926,G000560,1,818.091,1211.524,393.433,41
R000927,G000561,1,1334.417,1716.817,382.399,40
R000929,G000562,1,1334.417,1716.817,382.399,40
R000930,G000563,1,818.091,1211.524,393.433,41
R000931,G000564,1,1334.417,1716.817,382.399,40
R000932,G000565,1,818.091,1211.524,393.433,41
R000933,G000566,1,1334.417,1716.817,382.399,40
R000934,G000567,1,818.091,1211.524,393.433,41
R000935,G000568,1,1334.417,1716.817,382.399,40
R000937,G000569,1,1364.417,1776.817,412.399,43
R000938,G000570,1,848.091,1271.524,423.433,44
R000941,G000571,1,1364.417,1776.817,412.399,43
R000942,G000572,1,848.091,1271.524,423.433,44
R000943,G000573,1,1394.417,1776.817,382.399,40
R000945,G000574,1,1394.417,1776.817,382.399,40
R000947,G000575,1,1394.417,1776.817,382.399,40
R000949,G000576,1,1394.417,1776.817,382.399,40
R000950,G000577,1,848.091,1241.524,393.433,41
R000951,G000578,1,1394.417,1776.817,382.399,40
R000952,G000579,1,848.091,1241.524,393.433,41
R000953,G000580,1,1394.417,1776.817,382.399,40
R000954,G000581,1,848.091,1241.524,393.433,41
R000955,G000582,1,1394.417,1776.817,382.399,40
R000958,G000583,1,811.736,1600.291,788.555,81
R000958,G000584,2,1640.291,1730.291,90.0,9
R000962,G000585,1,811.736,1600.291,788.555,81
R000962,G000586,2,1640.291,1730.291,90.0,9
R000964,G000587,1,811.736,1600.291,788.555,81
R000964,G000588,2,1640.291,1730.291,90.0,9
R000968,G000589,1,1080.288,1180.288,100.0,10
R000968,G000590,2,1210.288,1991.243,780.955,79
R000969,G000591,1,811.736,1600.291,788.555,81
R000969,G000592,2,1640.291,1730.291,90.0,9
R000987,G000593,1,1140.288,1240.288,100.0,10
R000987,G000594,2,1270.288,2051.243,780.955,79
R000988,G000595,1,841.736,1630.291,788.555,81
R000988,G000596,2,1670.291,1760.291,90.0,9
R000991,G000597,1,1140.288,1240.288,100.0,10
R000991,G000598,2,1270.288,2051.243,780.955,79
R000992,G000599,1,841.736,1630.291,788.555,81
R000992,G000600,2,1670.291,1760.291,90.0,9
R000995,G000601,1,995.768,1513.744,517.976,54
R000996,G000602,1,745.176,1268.434,523.257,54
R000997,G000603,1,995.768,1513.744,517.976,54
R000998,G000604,1,745.176,1268.434,523.257,54
R000999,G000605,1,995.768,1513.744,517.976,54
R001000,G000606,1,745.176,1268.434,523.257,54
R001001,G000607,1,995.768,1513.744,517.976,54
R001002,G000608,1,745.176,1268.434,523.257,54
R001003,G000609,1,995.768,1513.744,517.976,54
R001004,G000610,1,745.176,1268.434,523.257,54
R001005,G000611,1,995.768,1513.744,517.976,54
R001007,G000612,1,995.768,1513.744,517.976,54
R001008,G000613,1,745.176,1268.434,523.257,54
R001009,G000614,1,995.768,1513.744,517.976,54
R001010,G000615,1,745.176,1268.434,523.257,54
R001011,G000616,1,995.768,1513.744,517.976,54
R001012,G000617,1,745.176,1268.434,523.257,54
R001013,G000618,1,1025.768,1573.744,547.976,57
R001014,G000619,1,775.176,1328.434,553.257,57
R001015,G000620,1,1025.768,1573.744,547.976,57
R001016,G000621,1,775.176,1328.434,553.257,57
R001017,G000622,1,1055.768,1573.744,517.976,54
R001023,G000623,1,1055.768,1573.744,517.976,54
R001025,G000624,1,1055.768,1573.744,517.976,54
R001026,G000625,1,775.176,1298.434,523.257,54
R001027,G000626,1,1055.768,1573.744,517.976,54
R001029,G000627,1,1181.719,1580.493,398.775,41
R001030,G000628,1,792.646,1200.956,408.311,42
R001031,G000629,1,1181.719,1580.493,398.775,41
R001032,G000630,1,792.646,1200.956,408.311,42
R001033,G000631,1,1181.719,1580.493,398.775,41
R001034,G000632,1,792.646,1200.956,408.311,42
R001035,G000633,1,1181.719,1580.493,398.775,41
R001036,G000634,1,792.646,1200.956,408.311,42
R001037,G000635,1,1181.719,1580.493,398.775,41
R001038,G000636,1,792.646,1200.956,408.311,42
R001039,G000637,1,1181.719,1580.493,398.775,41
R001041,G000638,1,1181.719,1580.493,398.775,41
R001043,G000639,1,1181.719,1580.493,398.775,41
R001044,G000640,1,792.646,1200.956,408.311,42
R001049,G000641,1,1211.719,1640.493,428.775,44
R001097,G000642,1,1133.225,1931.422,798.196,82
R001098,G000643,1,785.2,1587.071,801.87,82
R001099,G000644,1,1133.225,1931.422,798.196,82
R001100,G000645,1,785.2,1587.071,801.87,82
R001101,G000646,1,1133.225,1931.422,798.196,82
R001102,G000647,1,785.2,1587.071,801.87,82
R001103,G000648,1,1133.225,1931.422,798.196,82
R001104,G000649,1,785.2,1587.071,801.87,82
R001105,G000650,1,1133.225,1931.422,798.196,82
R001106,G000651,1,785.2,1587.071,801.87,82
R001107,G000652,1,1133.225,1931.422,798.196,82
R001109,G000653,1,1133.225,1931.422,798.196,82
R001110,G000654,1,785.2,1587.071,801.87,82
R001111,G000655,1,1133.225,1931.422,798.196,82
R001112,G000656,1,785.2,1587.071,801.87,82
R001113,G000657,1,1133.225,1931.422,798.196,82
R001114,G000658,1,785.2,1587.071,801.87,82
R001117,G000659,1,1163.225,1991.422,828.196,85
R001118,G000660,1,815.2,1647.071,831.87,85
R001119,G000661,1,1193.225,1991.422,798.196,82
R001120,G000662,1,815.2,1617.071,801.87,82
R001121,G000663,1,1193.225,1991.422,798.196,82
R001123,G000664,1,1193.225,1991.422,798.196,82
R001125,G000665,1,1193.225,1991.422,798.196,82
R001126,G000666,1,815.2,1617.071,801.87,82
R001127,G000667,1,1193.225,1991.422,798.196,82
R001128,G000668,1,815.2,1617.071,801.87,82
R001129,G000669,1,1193.225,1991.422,798.196,82
R001131,G000670,1,1094.146,1471.825,377.679,40
R001132,G000671,1,780.494,1172.432,391.938,40
R001133,G000672,1,1094.146,1471.825,377.679,40
R001134,G000673,1,780.494,1172.432,391.938,40
R001135,G000674,1,1094.146,1471.825,377.679,40
R001136,G000675,1,780.494,1172.432,391.938,40
R001137,G000676,1,1094.146,1471.825,377.679,40
R001138,G000677,1,780.494,1172.432,391.938,40
R001139,G000678,1,1094.146,1471.825,377.679,40
R001140,G000679,1,780.494,1172.432,391.938,40
R001141,G000680,1,1094.146,1471.825,377.679,40
R001143,G000681,1,1094.146,1471.825,377.679,40
R001144,G000682,1,780.494,1172.432,391.938,40
R001145,G000683,1,1094.146,1471.825,377.679,40
R001146,G000684,1,780.494,1172.432,391.938,40
R001147,G000685,1,1094.146,1471.825,377.679,40
R001148,G000686,1,780.494,1172.432,391.938,40
R001149,G000687,1,1124.146,1531.825,407.679,43
R001151,G000688,1,1124.146,1531.825,407.679,43
R001152,G000689,1,810.494,1232.432,421.938,43
R001159,G000690,1,1154.146,1531.825,377.679,40
R001161,G000691,1,1154.146,1531.825,377.679,40
R001163,G000692,1,1154.146,1531.825,377.679,40
R001165,G000693,1,1298.042,1941.195,643.152,66
R001166,G000694,1,844.749,1495.054,650.305,67
R001167,G000695,1,1298.042,1941.195,643.152,66
R001168,G000696,1,844.749,1495.054,650.305,67
R001169,G000697,1,1298.042,1941.195,643.152,66
R001170,G000698,1,844.749,1495.054,650.305,67
R001171,G000699,1,1298.042,1941.195,643.152,66
R001172,G000700,1,844.749,1495.054,650.305,67
R001173,G000701,1,1298.042,1941.195,643.152,66
R001174,G000702,1,844.749,1495.054,650.305,67
R001175,G000703,1,1298.042,1941.195,643.152,66
R001177,G000704,1,1298.042,1941.195,643.152,66
R001179,G000705,1,1298.042,1941.195,643.152,66
R001180,G000706,1,844.749,1495.054,650.305,67
R001185,G000707,1,1328.042,2001.195,673.152,69
R001193,G000708,1,1358.042,2001.195,643.152,66
R001199,G000709,1,1337.131,1916.549,579.418,59
R001200,G000710,1,838.033,1409.483,571.45,59
R001201,G000711,1,1337.131,1916.549,579.418,59
R001202,G000712,1,838.033,1409.483,571.45,59
R001203,G000713,1,1337.131,1916.549,579.418,59
R001204,G000714,1,838.033,1409.483,571.45,59
R001205,G000715,1,1337.131,1916.549,579.418,59
R001206,G000716,1,838.033,1409.483,571.45,59
R001207,G000717,1,1337.131,1916.549,579.418,59
R001208,G000718,1,838.033,1409.483,571.45,59
R001209,G000719,1,1337.131,1916.549,579.418,59
R001210,G000720,1,838.033,1409.483,571.45,59
R001211,G000721,1,1337.131,1916.549,579.418,59
R001212,G000722,1,838.033,1409.483,571.45,59
R001213,G000723,1,1337.131,1916.549,579.418,59
R001214,G000724,1,838.033,1409.483,571.45,59
R001216,G000725,1,838.033,1409.483,571.45,59
R001219,G000726,1,1367.131,1976.549,609.418,62
R001220,G000727,1,868.033,1469.483,601.45,62
R001221,G000728,1,1397.131,1976.549,579.418,59
R001222,G000729,1,868.033,1439.483,571.45,59
R001223,G000730,1,1397.131,1976.549,579.418,59
R001224,G000731,1,868.033,1439.483,571.45,59
R001225,G000732,1,1397.131,1976.549,579.418,59
R001226,G000733,1,868.033,1439.483,571.45,59
R001227,G000734,1,1397.131,1976.549,579.418,59
R001228,G000735,1,868.033,1439.483,571.45,59
R001229,G000736,1,1397.131,1976.549,579.418,59
R001230,G000737,1,868.033,1439.483,571.45,59
R001231,G000738,1,1397.131,1976.549,579.418,59
R001232,G000739,1,868.033,1439.483,571.45,59
R001233,G000740,1,750.418,1979.823,1229.405,125
R001234,G000741,1,880.18,2121.403,1241.223,126
R001238,G000742,1,880.18,2121.403,1241.223,126
R001242,G000743,1,750.418,1979.823,1229.405,125
R001264,G000744,1,750.418,1588.238,837.82,85
R001264,G000745,2,1637.749,1976.272,338.523,35
R001265,G000746,1,816.237,1160.636,344.399,36
R001265,G000747,2,1201.235,2045.484,844.249,85
R001269,G000748,1,816.237,1160.636,344.399,36
R001269,G000749,2,1201.235,2045.484,844.249,85
R001271,G000750,1,816.237,1160.636,344.399,36
R001271,G000751,2,1201.235,2045.484,844.249,85
R001272,G000752,1,750.418,1588.238,837.82,85
R001272,G000753,2,1637.749,1976.272,338.523,35
R001274,G000754,1,750.418,1588.238,837.82,85
R001274,G000755,2,1637.749,1976.272,338.523,35
R001296,G000756,1,750.418,1826.699,1076.281,110
R001297,G000757,1,745.176,1827.692,1082.516,111
R001298,G000758,1,750.418,1826.699,1076.281,110
R001299,G000759,1,745.176,1827.692,1082.516,111
R001300,G000760,1,750.418,1826.699,1076.281,110
R001301,G000761,1,745.176,1827.692,1082.516,111
R001302,G000762,1,750.418,1826.699,1076.281,110
R001303,G000763,1,745.176,1827.692,1082.516,111
R001304,G000764,1,750.418,1826.699,1076.281,110
R001305,G000765,1,745.176,1827.692,1082.516,111
R001306,G000766,1,750.418,1826.699,1076.281,110
R001307,G000767,1,745.176,1827.692,1082.516,111
R001308,G000768,1,750.418,1826.699,1076.281,110
R001309,G000769,1,745.176,1827.692,1082.516,111
R001310,G000770,1,750.418,1826.699,1076.281,110
R001311,G000771,1,745.176,1827.692,1082.516,111
R001312,G000772,1,750.418,1826.699,1076.281,110
R001313,G000773,1,745.176,1827.692,1082.516,111
R001318,G000774,1,780.418,1886.699,1106.281,113
R001319,G000775,1,775.176,1887.692,1112.516,114
R001325,G000776,1,792.646,1241.214,448.569,46
R001325,G000777,2,1321.214,1411.214,90.0,9
R001325,G000778,3,1471.214,2234.809,763.594,77
R001329,G000779,1,750.418,1466.59,716.172,73
R001329,G000780,2,1476.59,1506.59,30.0,3
R001329,G000781,3,1576.59,1656.59,80.0,8
R001329,G000782,4,1726.59,2175.539,448.949,46
R001340,G000783,1,750.418,1563.234,812.816,82
R001340,G000784,2,1613.234,1643.234,30.0,3
R001341,G000785,1,1073.849,1103.849,30.0,3
R001341,G000786,2,1143.849,1963.089,819.239,83
R001342,G000787,1,750.418,1563.234,812.816,82
R001342,G000788,2,1613.234,1643.234,30.0,3
R001343,G000789,1,1073.849,1103.849,30.0,3
R001343,G000790,2,1143.849,1963.089,819.239,83
R001344,G000791,1,750.418,1563.234,812.816,82
R001344,G000792,2,1613.234,1643.234,30.0,3
R001345,G000793,1,1073.849,1103.849,30.0,3
R001345,G000794,2,1143.849,1963.089,819.239,83
R001346,G000795,1,750.418,1563.234,812.816,82
R001346,G000796,2,1613.234,1643.234,30.0,3
R001347,G000797,1,1073.849,1103.849,30.0,3
R001347,G000798,2,1143.849,1963.089,819.239,83
R001348,G000799,1,750.418,1563.234,812.816,82
R001348,G000800,2,1613.234,1643.234,30.0,3
R001349,G000801,1,1073.849,1103.849,30.0,3
R001349,G000802,2,1143.849,1963.089,819.239,83
R001350,G000803,1,750.418,1563.234,812.816,82
R001350,G000804,2,1613.234,1643.234,30.0,3
R001351,G000805,1,1073.849,1103.849,30.0,3
R001351,G000806,2,1143.849,1963.089,819.239,83
R001352,G000807,1,750.418,1563.234,812.816,82
R001352,G000808,2,1613.234,1643.234,30.0,3
R001353,G000809,1,1073.849,1103.849,30.0,3
R001353,G000810,2,1143.849,1963.089,819.239,83
R001354,G000811,1,750.418,1563.234,812.816,82
R001354,G000812,2,1613.234,1643.234,30.0,3
R001356,G000813,1,750.418,1563.234,812.816,82
R001356,G000814,2,1613.234,1643.234,30.0,3
R001358,G000815,1,780.418,1593.234,812.816,82
R001358,G000816,2,1643.234,1673.234,30.0,3
R001359,G000817,1,1133.849,1163.849,30.0,3
R001359,G000818,2,1203.849,2023.089,819.239,83
R001360,G000819,1,780.418,1593.234,812.816,82
R001360,G000820,2,1643.234,1673.234,30.0,3
R001361,G000821,1,1133.849,1163.849,30.0,3
R001361,G000822,2,1203.849,2023.089,819.239,83
R001362,G000823,1,780.418,1623.234,842.816,85
R001362,G000824,2,1673.234,1703.234,30.0,3
R001363,G000825,1,1103.849,1133.849,30.0,3
R001363,G000826,2,1173.849,2023.089,849.239,86
R001364,G000827,1,780.418,1623.234,842.816,85
R001364,G000828,2,1673.234,1703.234,30.0,3
R001366,G000829,1,780.418,1623.234,842.816,85
R001366,G000830,2,1673.234,1703.234,30.0,3
R001367,G000831,1,1103.849,1133.849,30.0,3
R001367,G000832,2,1173.849,2023.089,849.239,86
R001375,G000833,1,750.418,2140.55,1390.132,142
R001399,G000834,1,750.418,1974.109,1223.691,125
R001415,G000835,1,834.701,1757.066,922.365,93
R001416,G000836,1,1160.925,2085.619,924.694,94
R001417,G000837,1,834.701,1757.066,922.365,93
R001418,G000838,1,1160.925,2085.619,924.694,94
R001419,G000839,1,834.701,1757.066,922.365,93
R001421,G000840,1,834.701,1757.066,922.365,93
R001423,G000841,1,834.701,1757.066,922.365,93
R001424,G000842,1,1160.925,2085.619,924.694,94
R001425,G000843,1,834.701,1757.066,922.365,93
R001426,G000844,1,1160.925,2085.619,924.694,94
R001427,G000845,1,834.701,1757.066,922.365,93
R001429,G000846,1,834.701,1757.066,922.365,93
R001431,G000847,1,834.701,1757.066,922.365,93
R001432,G000848,1,1160.925,2085.619,924.694,94
R001433,G000849,1,834.701,1757.066,922.365,93
R001445,G000850,1,864.701,1817.066,952.365,96
R001446,G000851,1,1190.925,2145.619,954.694,97
R001447,G000852,1,834.701,1940.284,1105.583,113
R001448,G000853,1,818.091,1923.081,1104.99,113
R001449,G000854,1,834.701,1940.284,1105.583,113
R001450,G000855,1,818.091,1923.081,1104.99,113
R001451,G000856,1,834.701,1940.284,1105.583,113
R001452,G000857,1,818.091,1923.081,1104.99,113
R001453,G000858,1,834.701,1940.284,1105.583,113
R001454,G000859,1,818.091,1923.081,1104.99,113
R001455,G000860,1,834.701,1940.284,1105.583,113
R001456,G000861,1,818.091,1923.081,1104.99,113
R001457,G000862,1,834.701,1940.284,1105.583,113
R001458,G000863,1,818.091,1923.081,1104.99,113
R001459,G000864,1,834.701,1940.284,1105.583,113
R001460,G000865,1,818.091,1923.081,1104.99,113
R001462,G000866,1,818.091,1923.081,1104.99,113
R001463,G000867,1,834.701,1940.284,1105.583,113
R001464,G000868,1,818.091,1923.081,1104.99,113
R001465,G000869,1,834.701,1940.284,1105.583,113
R001466,G000870,1,818.091,1923.081,1104.99,113
R001468,G000871,1,848.091,1983.081,1134.99,116
R001473,G000872,1,864.701,2000.284,1135.583,116
R001474,G000873,1,848.091,1983.081,1134.99,116
R001475,G000874,1,864.701,2000.284,1135.583,116
R001476,G000875,1,848.091,1983.081,1134.99,116
R001477,G000876,1,864.701,2000.284,1135.583,116
R001478,G000877,1,848.091,1983.081,1134.99,116
R001479,G000878,1,834.701,1764.753,930.051,94
R001480,G000879,1,1111.728,2030.665,918.936,93
R001482,G000880,1,1111.728,2030.665,918.936,93
R001483,G000881,1,834.701,1764.753,930.051,94
R001484,G000882,1,1111.728,2030.665,918.936,93
R001485,G000883,1,834.701,1764.753,930.051,94
R001486,G000884,1,1111.728,2030.665,918.936,93
R001487,G000885,1,834.701,1764.753,930.051,94
R001488,G000886,1,1111.728,2030.665,918.936,93
R001489,G000887,1,834.701,1764.753,930.051,94
R001490,G000888,1,1111.728,2030.665,918.936,93
R001492,G000889,1,1111.728,2030.665,918.936,93
R001494,G000890,1,1111.728,2030.665,918.936,93
R001495,G000891,1,834.701,1764.753,930.051,94
R001496,G000892,1,1111.728,2030.665,918.936,93
R001498,G000893,1,1171.728,2090.665,918.936,93
R001500,G000894,1,1171.728,2090.665,918.936,93
R001501,G000895,1,864.701,1824.753,960.051,97
R001502,G000896,1,1141.728,2090.665,948.936,96
R001507,G000897,1,834.701,2044.567,1209.866,123
R001508,G000898,1,838.033,2045.068,1207.035,123
R001511,G000899,1,834.701,2044.567,1209.866,123
R001512,G000900,1,838.033,2045.068,1207.035,123
R001514,G000901,1,838.033,2045.068,1207.035,123
R001515,G000902,1,834.701,2044.567,1209.866,123
R001519,G000903,1,834.701,2044.567,1209.866,123
R001521,G000904,1,834.701,2044.567,1209.866,123
R001530,G000905,1,868.033,2105.068,1237.035,126
R001535,G000906,1,880.18,1599.462,719.282,73
R001535,G000907,2,1617.504,1959.631,342.126,35
R001536,G000908,1,816.237,1157.571,341.334,36
R001536,G000909,2,1177.571,1887.263,709.692,72
R001540,G000910,1,816.237,1157.571,341.334,36
R001540,G000911,2,1177.571,1887.263,709.692,72
R001541,G000912,1,880.18,1599.462,719.282,73
R001541,G000913,2,1617.504,1959.631,342.126,35
R001542,G000914,1,816.237,1157.571,341.334,36
R001542,G000915,2,1177.571,1887.263,709.692,72
R001543,G000916,1,880.18,1599.462,719.282,73
R001543,G000917,2,1617.504,1959.631,342.126,35
R001545,G000918,1,880.18,1599.462,719.282,73
R001545,G000919,2,1617.504,1959.631,342.126,35
R001546,G000920,1,816.237,1157.571,341.334,36
R001546,G000921,2,1177.571,1887.263,709.692,72
R001548,G000922,1,816.237,1157.571,341.334,36
R001548,G000923,2,1177.571,1887.263,709.692,72
R001553,G000924,1,880.18,1599.462,719.282,73
R001553,G000925,2,1617.504,1959.631,342.126,35
R001554,G000926,1,816.237,1157.571,341.334,36
R001554,G000927,2,1177.571,1887.263,709.692,72
R001568,G000928,1,811.736,2114.317,1302.58,133
R001570,G000929,1,811.736,2114.317,1302.58,133
R001571,G000930,1,880.18,2174.131,1293.952,132
R001572,G000931,1,811.736,2114.317,1302.58,133
R001573,G000932,1,880.18,2174.131,1293.952,132
R001574,G000933,1,811.736,2114.317,1302.58,133
R001575,G000934,1,880.18,2174.131,1293.952,132
R001576,G000935,1,811.736,2114.317,1302.58,133
R001577,G000936,1,841.736,2174.317,1332.58,136
R001579,G000937,1,880.18,2014.437,1134.258,116
R001580,G000938,1,745.176,1873.852,1128.675,115
R001581,G000939,1,880.18,2014.437,1134.258,116
R001582,G000940,1,745.176,1873.852,1128.675,115
R001583,G000941,1,880.18,2014.437,1134.258,116
R001584,G000942,1,745.176,1873.852,1128.675,115
R001585,G000943,1,880.18,2014.437,1134.258,116
R001586,G000944,1,745.176,1873.852,1128.675,115
R001587,G000945,1,880.18,2014.437,1134.258,116
R001588,G000946,1,745.176,1873.852,1128.675,115
R001589,G000947,1,880.18,2014.437,1134.258,116
R001590,G000948,1,745.176,1873.852,1128.675,115
R001591,G000949,1,880.18,2014.437,1134.258,116
R001592,G000950,1,745.176,1873.852,1128.675,115
R001593,G000951,1,880.18,2014.437,1134.258,116
R001594,G000952,1,745.176,1873.852,1128.675,115
R001595,G000953,1,880.18,2014.437,1134.258,116
R001596,G000954,1,745.176,1873.852,1128.675,115
R001607,G000955,1,880.18,1627.906,747.726,76
R001607,G000956,2,1697.906,1727.906,30.0,3
R001608,G000957,1,1033.634,1063.634,30.0,3
R001608,G000958,2,1143.634,1875.265,731.631,75
R001612,G000959,1,1033.634,1063.634,30.0,3
R001612,G000960,2,1143.634,1875.265,731.631,75
R001614,G000961,1,1033.634,1063.634,30.0,3
R001614,G000962,2,1143.634,1875.265,731.631,75
R001615,G000963,1,880.18,1627.906,747.726,76
R001615,G000964,2,1697.906,1727.906,30.0,3
R001617,G000965,1,880.18,1627.906,747.726,76
R001617,G000966,2,1697.906,1727.906,30.0,3
R001618,G000967,1,1033.634,1063.634,30.0,3
R001618,G000968,2,1143.634,1875.265,731.631,75
R001619,G000969,1,880.18,1627.906,747.726,76
R001619,G000970,2,1697.906,1727.906,30.0,3
R001621,G000971,1,880.18,1627.906,747.726,76
R001621,G000972,2,1697.906,1727.906,30.0,3
R001630,G000973,1,1063.634,1093.634,30.0,3
R001630,G000974,2,1173.634,1935.265,761.631,78
R001640,G000975,1,816.237,1160.636,344.399,36
R001640,G000976,2,1224.546,1244.546,20.0,2
R001641,G000977,1,1389.048,1409.048,20.0,2
R001641,G000978,2,1479.382,1821.879,342.497,35
