pattern_id,uav_type,n_stops,visit_order,n_boxes,total_mass_kg,total_volume_m3,energy_kWh,duration_s,end_SOC,has_hard_deadline,latest_start_s
P010497,C,2,S001>S008,5,39.0,0.13,5.921817866588578,2520.8737545247554,0.2597727666764278,True,5383.165443433911
P010498,C,2,S008>S001,5,39.0,0.13,6.023521029838364,2520.8737545247554,0.24705987127020446,True,5736.280802041333
P010499,C,2,S001>S008,5,39.0,0.13,5.921817866588578,2520.8737545247554,0.2597727666764278,True,5383.165443433911
P010500,C,2,S008>S001,5,39.0,0.13,6.023521029838364,2520.8737545247554,0.24705987127020446,True,5736.280802041333
P010501,C,2,S001>S008,6,53.0,0.157,6.379663444933106,2586.8737545247554,0.20254206938336172,True,5317.165443433911
P010502,C,2,S001>S008,4,38.0,0.111,5.700431625635407,2454.8737545247554,0.2874460467955742,False,inf
P010503,C,2,S008>S001,4,38.0,0.111,6.149228862359639,2454.8737545247554,0.23134639220504516,False,inf
P010504,C,2,S001>S008,4,38.0,0.111,5.700431625635407,2454.8737545247554,0.2874460467955742,True,5449.165443433911
P010505,C,2,S008>S001,4,38.0,0.111,6.149228862359639,2454.8737545247554,0.23134639220504516,True,5874.280802041333
P010506,C,2,S001>S008,5,52.0,0.138,6.042109753844953,2520.8737545247554,0.24473628076938092,True,5383.165443433911
P010507,C,2,S001>S008,4,30.0,0.11900000000000001,5.566820936180321,2454.8737545247554,0.3041473829774599,False,inf
P010508,C,2,S008>S001,4,30.0,0.11900000000000001,5.9599013848861215,2454.8737545247554,0.2550123268892348,False,inf
P010509,C,2,S001>S008,5,44.0,0.14600000000000002,5.828765385682422,2520.8737545247554,0.2714043267896973,True,5383.165443433911
P010510,C,2,S008>S001,5,44.0,0.14600000000000002,6.323097867089778,2520.8737545247554,0.2096127666137777,True,5808.280802041333
P010511,C,2,S001>S008,6,58.0,0.173,6.240140641803265,2586.8737545247554,0.21998241977459188,True,5317.165443433911
P010512,C,2,S001>S008,4,32.0,0.112,5.5962579277969144,2454.8737545247554,0.3004677590253857,False,inf
P010513,C,2,S008>S001,4,32.0,0.112,6.003189166169934,2454.8737545247554,0.2496013542287583,False,inf
P010514,C,2,S001>S008,6,60.0,0.166,6.314783403809837,2586.8737545247554,0.21065207452377033,True,5317.165443433911
P010515,C,2,S001>S008,6,52.0,0.174,6.042109753844953,2586.8737545247554,0.24473628076938092,False,inf
P010516,C,2,S001>S008,6,52.0,0.174,6.042109753844953,2586.8737545247554,0.24473628076938092,True,5317.165443433911
P010517,C,2,S001>S008,4,27.0,0.096,5.527996214877543,2454.8737545247554,0.3090004731403071,True,5449.165443433911
P010518,C,2,S008>S001,4,27.0,0.096,5.8995741427486585,2454.8737545247554,0.2625532321564177,True,5874.280802041333
P010519,C,2,S001>S008,5,41.0,0.123,5.761469009111982,2520.8737545247554,0.2798163738610022,True,5383.165443433911
P010520,C,2,S008>S001,5,41.0,0.123,6.232350563069302,2520.8737545247554,0.2209561796163373,True,5808.280802041333
P010521,C,2,S001>S008,6,55.0,0.15000000000000002,6.136557129810166,2586.8737545247554,0.23293035877372925,True,5317.165443433911
P010522,C,2,S001>S008,6,47.0,0.158,5.90270294671565,2586.8737545247554,0.2621621316605437,True,5317.165443433911
P010523,C,2,S001>S008,6,47.0,0.158,5.90270294671565,2586.8737545247554,0.2621621316605437,True,5317.165443433911
P010524,C,2,S001>S008,7,61.0,0.185,6.353913293372576,2652.8737545247554,0.20576083832842795,True,5251.165443433911
P010525,C,2,S001>S008,6,49.0,0.15100000000000002,5.955926981067508,2586.8737545247554,0.2555091273665615,True,5317.165443433911
P010526,C,2,S001>S008,6,49.0,0.15100000000000002,5.955926981067508,2586.8737545247554,0.2555091273665615,True,5317.165443433911
P010527,C,2,S001>S008,6,41.0,0.15900000000000003,5.761469009111982,2586.8737545247554,0.2798163738610022,True,5317.165443433911
P010528,C,2,S008>S001,6,41.0,0.15900000000000003,6.232350563069302,2586.8737545247554,0.2209561796163373,True,5742.280802041333
P010529,C,2,S001>S008,7,55.0,0.186,6.136557129810166,2652.8737545247554,0.23293035877372925,True,5251.165443433911
P010530,C,2,S001>S008,7,55.0,0.186,6.136557129810166,2652.8737545247554,0.23293035877372925,True,5251.165443433911
P010531,C,2,S001>S008,2,17.0,0.039,5.53965178976256,2322.8737545247554,0.30754352627967996,True,2717.1019112412673
P010532,C,2,S008>S001,2,17.0,0.039,5.555614295324336,2322.873754524756,0.305548213084458,True,1589.6543342339771
P010533,C,2,S001>S008,2,17.0,0.039,5.53965178976256,2322.8737545247554,0.30754352627967996,True,2717.1019112412673
P010534,C,2,S008>S001,2,17.0,0.039,5.555614295324336,2322.873754524756,0.305548213084458,True,1589.6543342339771
P010535,C,2,S001>S008,3,31.0,0.066,5.800725660793155,2388.8737545247554,0.2749092924008556,True,2687.1019112412673
P010536,C,2,S008>S001,3,31.0,0.066,5.802137319691115,2388.8737545247554,0.2747328350386107,True,1523.6543342339774
P010537,C,2,S001>S008,2,9.0,0.047,5.441818501404484,2322.8737545247554,0.31977268732443953,True,2717.1019112412673
P010538,C,2,S008>S001,2,9.0,0.047,5.4609968792561565,2322.873754524756,0.31737539009298044,True,1589.6543342339771
P010539,C,2,S001>S008,3,23.0,0.074,5.637245261631355,2388.8737545247554,0.29534434229608064,True,2687.1019112412673
P010540,C,2,S008>S001,3,23.0,0.074,5.64810750159772,2388.8737545247554,0.29398656230028497,True,1523.6543342339774
P010541,C,2,S001>S008,4,37.0,0.10099999999999999,5.951461021739041,2454.8737545247554,0.2560673722826199,True,2657.1019112412673
P010542,C,2,S008>S001,4,37.0,0.10099999999999999,5.944001444476342,2454.8737545247554,0.25699981944045724,True,1457.6543342339774
P010543,C,2,S001>S008,2,11.0,0.04,5.462664072747788,2322.8737545247554,0.31716699090652645,True,2717.1019112412673
P010544,C,2,S008>S001,2,11.0,0.04,5.481541422722441,2322.873754524756,0.31480732215969487,True,1589.6543342339771
P010545,C,2,S001>S008,4,39.0,0.094,6.007788039548823,2454.8737545247554,0.24902649505639718,True,2657.1019112412673
P010546,C,2,S008>S001,4,39.0,0.094,5.997042878654516,2454.8737545247554,0.2503696401681855,True,1457.6543342339774
P010547,C,2,S001>S008,4,31.0,0.102,5.800725660793155,2454.8737545247554,0.2749092924008556,True,2657.1019112412673
P010548,C,2,S008>S001,4,31.0,0.102,5.802137319691115,2454.8737545247554,0.2747328350386107,True,1457.6543342339774
P010549,C,2,S001>S008,4,31.0,0.102,5.800725660793155,2454.8737545247554,0.2749092924008556,True,2657.1019112412673
P010550,C,2,S008>S001,4,31.0,0.102,5.802137319691115,2454.8737545247554,0.2747328350386107,True,1457.6543342339774
P010551,C,2,S001>S008,5,45.0,0.129,6.1976717389167675,2520.8737545247554,0.22529103263540406,True,2627.1019112412673
P010552,C,2,S008>S001,5,45.0,0.129,6.176088463761442,2520.8737545247554,0.22798894202981979,True,1391.6543342339774
P010553,C,2,S001>S008,2,6.0,0.024,5.415723700797508,2322.8737545247554,0.3230345374003115,True,2717.1019112412673
P010554,C,2,S008>S001,2,6.0,0.024,5.434368327739497,2322.873754524756,0.3207039590325629,True,1589.6543342339771
P010555,C,2,S001>S008,3,20.0,0.051000000000000004,5.585876247383819,2388.8737545247554,0.3017654690770226,True,2687.1019112412673
P010556,C,2,S008>S001,3,20.0,0.051000000000000004,5.599523166864392,2388.8737545247554,0.300059604141951,True,1523.6543342339774
P010557,C,2,S001>S008,4,34.0,0.078,5.872822910179066,2454.8737545247554,0.2658971362276168,True,2657.1019112412673
P010558,C,2,S008>S001,4,34.0,0.078,5.869984600964992,2454.8737545247554,0.266251924879376,True,1457.6543342339774
P010559,C,2,S001>S008,4,26.0,0.086,5.693898293664675,2454.8737545247554,0.28826271329191566,True,2657.1019112412673
P010560,C,2,S008>S001,4,26.0,0.086,5.70154801403357,2454.8737545247554,0.2873064982458038,True,1457.6543342339774
P010561,C,2,S001>S008,4,26.0,0.086,5.693898293664675,2454.8737545247554,0.28826271329191566,True,2657.1019112412673
P010562,C,2,S008>S001,4,26.0,0.086,5.70154801403357,2454.8737545247554,0.2873064982458038,True,1457.6543342339774
P010563,C,2,S001>S008,5,40.0,0.11299999999999999,6.037190804031361,2520.8737545247554,0.24535114949607983,True,2627.1019112412673
P010564,C,2,S008>S001,5,40.0,0.11299999999999999,6.024741551510245,2520.8737545247554,0.24690730606121936,True,1391.6543342339774
P010565,C,2,S001>S008,4,28.0,0.079,5.734712765812331,2454.8737545247554,0.28316090427345864,True,2657.1019112412673
P010566,C,2,S008>S001,4,28.0,0.079,5.739996543693566,2454.8737545247554,0.2825004320383042,True,1457.6543342339774
P010567,C,2,S001>S008,4,28.0,0.079,5.734712765812331,2454.8737545247554,0.28316090427345864,True,2657.1019112412673
P010568,C,2,S008>S001,4,28.0,0.079,5.739996543693566,2454.8737545247554,0.2825004320383042,True,1457.6543342339774
P010569,C,2,S001>S008,5,42.0,0.106,6.098603356204249,2520.8737545247554,0.23767458047446888,True,2627.1019112412673
P010570,C,2,S008>S001,5,42.0,0.106,6.082623296392209,2520.8737545247554,0.23967208795097383,True,1391.6543342339774
P010571,C,2,S001>S008,4,20.0,0.08700000000000001,5.585876247383819,2454.8737545247554,0.3017654690770226,True,2657.1019112412673
P010572,C,2,S008>S001,4,20.0,0.08700000000000001,5.599523166864392,2454.8737545247554,0.300059604141951,True,1457.6543342339774
P010573,C,2,S001>S008,5,34.0,0.114,5.872822910179066,2520.8737545247554,0.2658971362276168,True,2627.1019112412673
P010574,C,2,S008>S001,5,34.0,0.114,5.869984600964992,2520.8737545247554,0.266251924879376,True,1391.6543342339774
P010575,C,2,S001>S008,5,34.0,0.114,5.872822910179066,2520.8737545247554,0.2658971362276168,True,2627.1019112412673
P010576,C,2,S008>S001,5,34.0,0.114,5.869984600964992,2520.8737545247554,0.266251924879376,True,1391.6543342339774
P010577,C,2,S001>S008,6,48.0,0.14100000000000001,6.30586503818464,2586.8737545247554,0.21176687022691998,True,2597.1019112412673
P010578,C,2,S008>S001,6,48.0,0.14100000000000001,6.27830936091714,2586.8737545247554,0.21521132988535752,True,1325.6543342339774
P010579,C,2,S001>S008,2,17.0,0.039,5.53965178976256,2322.8737545247554,0.30754352627967996,True,2717.1019112412673
P010580,C,2,S008>S001,2,17.0,0.039,5.555614295324336,2322.873754524756,0.305548213084458,True,1589.6543342339771
P010581,C,2,S001>S008,2,17.0,0.039,5.53965178976256,2322.8737545247554,0.30754352627967996,True,2717.1019112412673
P010582,C,2,S008>S001,2,17.0,0.039,5.555614295324336,2322.873754524756,0.305548213084458,True,1589.6543342339771
P010583,C,2,S001>S008,3,31.0,0.066,5.800725660793155,2388.8737545247554,0.2749092924008556,True,2687.1019112412673
P010584,C,2,S008>S001,3,31.0,0.066,5.802137319691115,2388.8737545247554,0.2747328350386107,True,1523.6543342339774
P010585,C,2,S001>S008,2,9.0,0.047,5.441818501404484,2322.8737545247554,0.31977268732443953,True,2717.1019112412673
P010586,C,2,S008>S001,2,9.0,0.047,5.4609968792561565,2322.873754524756,0.31737539009298044,True,1589.6543342339771
P010587,C,2,S001>S008,3,23.0,0.074,5.637245261631355,2388.8737545247554,0.29534434229608064,True,2687.1019112412673
P010588,C,2,S008>S001,3,23.0,0.074,5.64810750159772,2388.8737545247554,0.29398656230028497,True,1523.6543342339774
P010589,C,2,S001>S008,4,37.0,0.10099999999999999,5.951461021739041,2454.8737545247554,0.2560673722826199,True,2657.1019112412673
P010590,C,2,S008>S001,4,37.0,0.10099999999999999,5.944001444476342,2454.8737545247554,0.25699981944045724,True,1457.6543342339774
P010591,C,2,S001>S008,2,11.0,0.04,5.462664072747788,2322.8737545247554,0.31716699090652645,True,2717.1019112412673
P010592,C,2,S008>S001,2,11.0,0.04,5.481541422722441,2322.873754524756,0.31480732215969487,True,1589.6543342339771
P010593,C,2,S001>S008,4,39.0,0.094,6.007788039548823,2454.8737545247554,0.24902649505639718,True,2657.1019112412673
P010594,C,2,S008>S001,4,39.0,0.094,5.997042878654516,2454.8737545247554,0.2503696401681855,True,1457.6543342339774
P010595,C,2,S001>S008,4,31.0,0.102,5.800725660793155,2454.8737545247554,0.2749092924008556,True,2657.1019112412673
P010596,C,2,S008>S001,4,31.0,0.102,5.802137319691115,2454.8737545247554,0.2747328350386107,True,1457.6543342339774
P010597,C,2,S001>S008,4,31.0,0.102,5.800725660793155,2454.8737545247554,0.2749092924008556,True,2657.1019112412673
P010598,C,2,S008>S001,4,31.0,0.102,5.802137319691115,2454.8737545247554,0.2747328350386107,True,1457.6543342339774
P010599,C,2,S001>S008,5,45.0,0.129,6.1976717389167675,2520.8737545247554,0.22529103263540406,True,2627.1019112412673
P010600,C,2,S008>S001,5,45.0,0.129,6.176088463761442,2520.8737545247554,0.22798894202981979,True,1391.6543342339774
P010601,C,2,S001>S008,2,6.0,0.024,5.415723700797508,2322.8737545247554,0.3230345374003115,True,2717.1019112412673
P010602,C,2,S008>S001,2,6.0,0.024,5.434368327739497,2322.873754524756,0.3207039590325629,True,1589.6543342339771
P010603,C,2,S001>S008,3,20.0,0.051000000000000004,5.585876247383819,2388.8737545247554,0.3017654690770226,True,2687.1019112412673
P010604,C,2,S008>S001,3,20.0,0.051000000000000004,5.599523166864392,2388.8737545247554,0.300059604141951,True,1523.6543342339774
P010605,C,2,S001>S008,4,34.0,0.078,5.872822910179066,2454.8737545247554,0.2658971362276168,True,2657.1019112412673
P010606,C,2,S008>S001,4,34.0,0.078,5.869984600964992,2454.8737545247554,0.266251924879376,True,1457.6543342339774
P010607,C,2,S001>S008,4,26.0,0.086,5.693898293664675,2454.8737545247554,0.28826271329191566,True,2657.1019112412673
P010608,C,2,S008>S001,4,26.0,0.086,5.70154801403357,2454.8737545247554,0.2873064982458038,True,1457.6543342339774
P010609,C,2,S001>S008,4,26.0,0.086,5.693898293664675,2454.8737545247554,0.28826271329191566,True,2657.1019112412673
P010610,C,2,S008>S001,4,26.0,0.086,5.70154801403357,2454.8737545247554,0.2873064982458038,True,1457.6543342339774
P010611,C,2,S001>S008,5,40.0,0.11299999999999999,6.037190804031361,2520.8737545247554,0.24535114949607983,True,2627.1019112412673
P010612,C,2,S008>S001,5,40.0,0.11299999999999999,6.024741551510245,2520.8737545247554,0.24690730606121936,True,1391.6543342339774
P010613,C,2,S001>S008,4,28.0,0.079,5.734712765812331,2454.8737545247554,0.28316090427345864,True,2657.1019112412673
P010614,C,2,S008>S001,4,28.0,0.079,5.739996543693566,2454.8737545247554,0.2825004320383042,True,1457.6543342339774
P010615,C,2,S001>S008,4,28.0,0.079,5.734712765812331,2454.8737545247554,0.28316090427345864,True,2657.1019112412673
P010616,C,2,S008>S001,4,28.0,0.079,5.739996543693566,2454.8737545247554,0.2825004320383042,True,1457.6543342339774
P010617,C,2,S001>S008,5,42.0,0.106,6.098603356204249,2520.8737545247554,0.23767458047446888,True,2627.1019112412673
P010618,C,2,S008>S001,5,42.0,0.106,6.082623296392209,2520.8737545247554,0.23967208795097383,True,1391.6543342339774
P010619,C,2,S001>S008,4,20.0,0.08700000000000001,5.585876247383819,2454.8737545247554,0.3017654690770226,True,2657.1019112412673
P010620,C,2,S008>S001,4,20.0,0.08700000000000001,5.599523166864392,2454.8737545247554,0.300059604141951,True,1457.6543342339774
P010621,C,2,S001>S008,5,34.0,0.114,5.872822910179066,2520.8737545247554,0.2658971362276168,True,2627.1019112412673
P010622,C,2,S008>S001,5,34.0,0.114,5.869984600964992,2520.8737545247554,0.266251924879376,True,1391.6543342339774
P010623,C,2,S001>S008,5,34.0,0.114,5.872822910179066,2520.8737545247554,0.2658971362276168,True,2627.1019112412673
P010624,C,2,S008>S001,5,34.0,0.114,5.869984600964992,2520.8737545247554,0.266251924879376,True,1391.6543342339774
P010625,C,2,S001>S008,6,48.0,0.14100000000000001,6.30586503818464,2586.8737545247554,0.21176687022691998,True,2597.1019112412673
P010626,C,2,S008>S001,6,48.0,0.14100000000000001,6.27830936091714,2586.8737545247554,0.21521132988535752,True,1325.6543342339774
P010627,C,2,S001>S008,4,34.0,0.078,5.66179988672657,2454.8737545247554,0.2922750141591788,True,2585.1019112412673
P010628,C,2,S008>S001,4,34.0,0.078,6.001781022352533,2454.8737545247554,0.24977737220593332,True,1457.6543342339774
P010629,C,2,S001>S008,4,34.0,0.078,5.66179988672657,2454.8737545247554,0.2922750141591788,True,2585.1019112412673
P010630,C,2,S008>S001,4,34.0,0.078,6.001781022352533,2454.8737545247554,0.24977737220593332,True,1457.6543342339774
P010631,C,2,S001>S008,5,48.0,0.10500000000000001,5.983995517223198,2520.8737545247554,0.2520005603471003,True,2555.1019112412673
P010632,C,2,S001>S008,4,26.0,0.08600000000000001,5.536080880151927,2454.8737545247554,0.3079898899810092,True,2585.1019112412673
P010633,C,2,S008>S001,4,26.0,0.08600000000000001,5.833344435421111,2454.8737545247554,0.2708319455723611,True,1457.6543342339774
P010634,C,2,S001>S008,5,40.0,0.113,5.782913932012402,2520.8737545247554,0.27713575849844974,True,2555.1019112412673
P010635,C,2,S008>S001,5,40.0,0.113,6.1565379728977865,2520.8737545247554,0.2304327533877767,True,1391.6543342339774
P010636,C,2,S001>S008,6,54.0,0.14,6.169927370241876,2586.8737545247554,0.22875907871976553,True,2525.1019112412673
P010637,C,2,S001>S008,4,28.0,0.079,5.56368980995771,2454.8737545247554,0.30453877375528626,True,2585.1019112412673
P010638,C,2,S008>S001,4,28.0,0.079,5.871792965081108,2454.8737545247554,0.26602587936486155,True,1457.6543342339774
P010639,C,2,S001>S008,6,56.0,0.133,6.2397824395157855,2586.8737545247554,0.22002719506052681,True,2525.1019112412673
P010640,C,2,S001>S008,6,48.0,0.14100000000000001,5.983995517223198,2586.8737545247554,0.2520005603471003,True,2525.1019112412673
P010641,C,2,S001>S008,6,48.0,0.14100000000000001,5.983995517223198,2586.8737545247554,0.2520005603471003,True,2525.1019112412673
P010642,C,2,S001>S008,4,23.0,0.063,5.499857670104925,2454.8737545247554,0.3125177912368844,True,2585.1019112412673
P010643,C,2,S008>S001,4,23.0,0.063,5.779903922985262,2454.8737545247554,0.2775120096268423,True,1457.6543342339774
P010644,C,2,S001>S008,5,37.0,0.09,5.719397845467467,2520.8737545247554,0.28507526931656657,True,2555.1019112412673
P010645,C,2,S008>S001,5,37.0,0.09,6.075797865863883,2520.8737545247554,0.24052526676701458,True,1391.6543342339774
P010646,C,2,S001>S008,6,51.0,0.117,6.072775339740822,2586.8737545247554,0.24090308253239723,True,2525.1019112412673
P010647,C,2,S001>S008,6,43.0,0.125,5.852667658109096,2586.8737545247554,0.26841654273636295,True,2525.1019112412673
P010648,C,2,S008>S001,6,43.0,0.125,6.244658688510787,2586.8737545247554,0.21941766393615159,True,1325.6543342339774
P010649,C,2,S001>S008,6,43.0,0.125,5.852667658109096,2586.8737545247554,0.26841654273636295,True,2525.1019112412673
P010650,C,2,S008>S001,6,43.0,0.125,6.244658688510787,2586.8737545247554,0.21941766393615159,True,1325.6543342339774
P010651,C,2,S001>S008,7,57.0,0.152,6.276348356947299,2652.8737545247554,0.21545645538158764,True,2495.1019112412673
P010652,C,2,S001>S008,6,45.0,0.11800000000000001,5.902842070653509,2586.8737545247554,0.2621447411683113,True,2525.1019112412673
P010653,C,2,S008>S001,6,45.0,0.11800000000000001,6.307884885148983,2586.8737545247554,0.21151438935637712,True,1325.6543342339774
P010654,C,2,S001>S008,6,45.0,0.11800000000000001,5.902842070653509,2586.8737545247554,0.2621447411683113,True,2525.1019112412673
P010655,C,2,S008>S001,6,45.0,0.11800000000000001,6.307884885148983,2586.8737545247554,0.21151438935637712,True,1325.6543342339774
P010656,C,2,S001>S008,7,59.0,0.14500000000000002,6.352968152399738,2652.8737545247554,0.20587898095003276,True,2495.1019112412673
P010657,C,2,S001>S008,6,37.0,0.126,5.719397845467467,2586.8737545247554,0.28507526931656657,True,2525.1019112412673
P010658,C,2,S008>S001,6,37.0,0.126,6.075797865863883,2586.8737545247554,0.24052526676701458,True,1325.6543342339774
P010659,C,2,S001>S008,7,51.0,0.15300000000000002,6.072775339740822,2652.8737545247554,0.24090308253239723,True,2495.1019112412673
P010660,C,2,S001>S008,7,51.0,0.15300000000000002,6.072775339740822,2652.8737545247554,0.24090308253239723,True,2495.1019112412673
P010661,C,2,S001>S008,5,48.0,0.105,5.818841277262711,2520.8737545247554,0.2726448403421611,True,2519.1019112412673
P010662,C,2,S001>S008,5,48.0,0.105,5.818841277262711,2520.8737545247554,0.2726448403421611,True,2519.1019112412673
P010663,C,2,S001>S008,6,62.0,0.132,6.2244453609563735,2586.8737545247554,0.22194432988045332,True,2489.1019112412673
P010664,C,2,S001>S008,5,40.0,0.113,5.660963344305911,2520.8737545247554,0.29237958196176117,True,2519.1019112412673
P010665,C,2,S008>S001,5,40.0,0.113,6.351579392335586,2520.8737545247554,0.2060525759580517,True,1391.6543342339774
P010666,C,2,S001>S008,6,54.0,0.14,5.970281457748522,2586.8737545247554,0.2537148177814348,True,2489.1019112412673
P010667,C,2,S001>S008,5,42.0,0.106,5.695913309744913,2520.8737545247554,0.28801083628188584,True,2519.1019112412673
P010668,C,2,S001>S008,7,62.0,0.16799999999999998,6.2244453609563735,2652.8737545247554,0.22194432988045332,True,2459.1019112412673
P010669,C,2,S001>S008,7,62.0,0.16799999999999998,6.2244453609563735,2652.8737545247554,0.22194432988045332,True,2459.1019112412673
P010670,C,2,S001>S008,5,37.0,0.09,5.614427517719255,2520.8737545247554,0.2981965602850931,True,2519.1019112412673
P010671,C,2,S008>S001,5,37.0,0.09,6.270839285301683,2520.8737545247554,0.2161450893372896,True,1391.6543342339774
P010672,C,2,S001>S008,6,51.0,0.11699999999999999,5.890791213003425,2586.8737545247554,0.2636510983745719,True,2489.1019112412673
P010673,C,2,S001>S008,7,65.0,0.14400000000000002,6.338348948335765,2652.8737545247554,0.20770638145802933,True,2459.1019112412673
P010674,C,2,S001>S008,7,57.0,0.152,6.057938310734595,2652.8737545247554,0.24275771115817557,True,2459.1019112412673
P010675,C,2,S001>S008,7,57.0,0.152,6.057938310734595,2652.8737545247554,0.24275771115817557,True,2459.1019112412673
P010676,C,2,S001>S008,7,59.0,0.14500000000000002,6.121301061795023,2652.8737545247554,0.2348373672756221,True,2459.1019112412673
P010677,C,2,S001>S008,7,59.0,0.14500000000000002,6.121301061795023,2652.8737545247554,0.2348373672756221,True,2459.1019112412673
P010678,C,2,S001>S008,7,51.0,0.15300000000000002,5.890791213003425,2652.8737545247554,0.2636510983745719,True,2459.1019112412673
P010679,C,2,S001>S008,8,65.0,0.18,6.338348948335765,2718.8737545247554,0.20770638145802933,True,2429.1019112412673
P010680,C,2,S001>S008,8,65.0,0.18,6.338348948335765,2718.8737545247554,0.20770638145802933,True,2429.1019112412673
P010681,C,2,S001>S008,6,62.0,0.132,6.059291120995887,2586.8737545247554,0.24258860987551412,True,2453.1019112412673
P010682,C,2,S001>S008,6,62.0,0.132,6.059291120995887,2586.8737545247554,0.24258860987551412,True,2453.1019112412673
P010683,C,2,S001>S008,6,54.0,0.14,5.84833087004203,2586.8737545247554,0.2689586412447462,True,2453.1019112412673
P010684,C,2,S001>S008,7,68.0,0.167,6.26478391849245,2652.8737545247554,0.2169020101884438,True,2423.1019112412673
P010685,C,2,S001>S008,6,56.0,0.133,5.894980425059336,2586.8737545247554,0.26312744686758305,True,2453.1019112412673
P010686,C,2,S001>S008,6,51.0,0.117,5.785820885255212,2586.8737545247554,0.27677238934309845,True,2453.1019112412673
P010687,C,2,S001>S008,7,65.0,0.14400000000000002,6.156364821598368,2652.8737545247554,0.230454397300204,True,2423.1019112412673
P010688,C,2,S001>S008,8,71.0,0.179,6.386031891708896,2718.8737545247554,0.201746013536388,True,2393.1019112412673
P010689,C,2,S001>S008,8,71.0,0.179,6.386031891708896,2718.8737545247554,0.201746013536388,True,2393.1019112412673
P010690,C,2,S001>S008,8,65.0,0.18000000000000002,6.156364821598368,2718.8737545247554,0.230454397300204,True,2393.1019112412673
P010691,C,2,S001>S008,10,73.0,0.24400000000000002,6.275767665692178,2850.8737545247554,0.21552904178847776,True,2189.1019112412673
P010692,C,2,S001>S008,10,73.0,0.24400000000000002,6.275767665692178,2850.8737545247554,0.21552904178847776,True,2189.1019112412673
P010693,C,2,S001>S009,2,28.0,0.054,3.778784920889605,1841.0581576854468,0.5276518848887994,True,9448.509362680901
P010694,C,2,S009>S001,2,28.0,0.054,3.8811627833697986,1841.058157685447,0.5148546520787751,True,9744.662479633653
P010695,C,2,S001>S009,2,22.0,0.055,3.7146735083216917,1841.0581576854468,0.5356658114597885,False,inf
P010696,C,2,S009>S001,2,22.0,0.055,3.8046875655129404,1841.058157685447,0.5244140543108824,False,inf
P010697,C,2,S001>S009,3,36.0,0.082,3.8864709722832345,1907.0581576854468,0.5141911284645957,True,9382.509362680901
P010698,C,2,S009>S001,3,36.0,0.082,4.006980097883205,1907.058157685447,0.49912748776459936,True,9678.662479633653
P010699,C,2,S001>S009,2,17.0,0.039,3.672024225565169,1841.0581576854468,0.5409969718043539,True,9448.509362680901
P010700,C,2,S009>S001,2,17.0,0.039,3.7513608628449115,1841.058157685447,0.531079892144386,True,9744.662479633653
P010701,C,2,S001>S009,3,31.0,0.066,3.816082195991368,1907.0581576854468,0.5229897255010789,True,9382.509362680901
P010702,C,2,S009>S001,3,31.0,0.066,3.9249289191912458,1907.058157685447,0.5093838851010943,True,9678.662479633653
P010703,C,2,S001>S009,3,25.0,0.067,3.745003318935728,1907.0581576854468,0.531874585133034,True,9382.509362680901
P010704,C,2,S009>S001,3,25.0,0.067,3.8411542803452656,1907.058157685447,0.5198557149568418,True,9678.662479633653
P010705,C,2,S001>S009,4,39.0,0.094,3.9340104078213085,1973.0581576854468,0.5082486990223365,True,9316.509362680901
P010706,C,2,S009>S001,4,39.0,0.094,4.062242183226159,1973.058157685447,0.4922197270967301,True,9612.662479633653
P010707,C,2,S001>S009,6,78.0,0.163,4.6807202252917985,2105.0581576854465,0.4149099718385252,False,inf
P010708,C,2,S009>S001,6,78.0,0.163,6.211488284581871,2105.058157685447,0.22356396442726612,False,inf
P010709,C,2,S001>S009,6,73.0,0.14700000000000002,4.484071532527899,2105.0581576854465,0.4394910584340126,True,9184.509362680901
P010710,C,2,S009>S001,6,73.0,0.14700000000000002,5.870479220536841,2105.058157685447,0.2661900974328949,True,9624.662479633653
P010711,C,2,S001>S009,2,28.0,0.054,3.778784920889605,1841.0581576854468,0.5276518848887994,True,2717.1019112412673
P010712,C,2,S009>S001,2,28.0,0.054,3.8811627833697986,1841.058157685447,0.5148546520787751,True,2071.469931073286
P010713,C,2,S001>S009,2,22.0,0.055,3.7146735083216917,1841.0581576854468,0.5356658114597885,True,2717.1019112412673
P010714,C,2,S009>S001,2,22.0,0.055,3.8046875655129404,1841.058157685447,0.5244140543108824,True,2071.469931073286
P010715,C,2,S001>S009,3,36.0,0.082,3.8864709722832345,1907.0581576854468,0.5141911284645957,True,2687.1019112412673
P010716,C,2,S009>S001,3,36.0,0.082,4.006980097883205,1907.058157685447,0.49912748776459936,True,2005.4699310732858
P010717,C,2,S001>S009,2,17.0,0.039,3.672024225565169,1841.0581576854468,0.5409969718043539,True,2717.1019112412673
P010718,C,2,S009>S001,2,17.0,0.039,3.7513608628449115,1841.058157685447,0.531079892144386,True,2071.469931073286
P010719,C,2,S001>S009,3,31.0,0.066,3.816082195991368,1907.0581576854468,0.5229897255010789,True,2687.1019112412673
P010720,C,2,S009>S001,3,31.0,0.066,3.9249289191912458,1907.058157685447,0.5093838851010943,True,2005.4699310732858
P010721,C,2,S001>S009,3,25.0,0.067,3.745003318935728,1907.0581576854468,0.531874585133034,True,2687.1019112412673
